date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:12:17	128/128	---M--	200	added ('OK')	image/png	date:Thu,%2018%20May%202023%2017:07:27%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/dots-dark.png	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/dots-dark.png	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/style.css)
11:12:20	73280/73280	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-3.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/about-3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/index.html)
11:12:20	156846/156846	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:11%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-2.jpeg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/about-2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/index.html)
11:12:20	706372/706372	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:07:23%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/bg-2.svg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/bg-2.svg	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/style.css)
11:12:21	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2004:12:20%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-col-3.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/work-col-3.html	(from https://theme.dsngrid.com/blackdsn/dark/index.html)
11:12:21	6212/6212	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:19%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/1.svg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/brand/1.svg	(from https://theme.dsngrid.com/blackdsn/dark/index.html)
11:12:21	2762/2762	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:19%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/2.svg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/brand/2.svg	(from https://theme.dsngrid.com/blackdsn/dark/index.html)
11:12:22	3157/3157	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:20%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/3.svg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/brand/3.svg	(from https://theme.dsngrid.com/blackdsn/dark/index.html)
11:12:22	6389/6389	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:20%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/4.svg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/brand/4.svg	(from https://theme.dsngrid.com/blackdsn/dark/index.html)
11:12:22	9219/9219	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:20%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/5.svg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/brand/5.svg	(from https://theme.dsngrid.com/blackdsn/dark/index.html)
11:12:22	5373/5373	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:21%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/6.svg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/brand/6.svg	(from https://theme.dsngrid.com/blackdsn/dark/index.html)
11:12:23	183989/183989	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:10%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/about-1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/index.html)
11:12:26	174998/174998	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:19%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/architecture.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/architecture.jpg	(from https://theme.dsngrid.com/blackdsn/dark/architecture.html)
11:12:27	63833/63833	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:16%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/arc2.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/arc2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/architecture.html)
11:12:27	105787/105787	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:16%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/arc1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/arc1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/architecture.html)
11:12:28	46040/46040	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:36%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/photo-2.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/photo-2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/photographer.html)
11:12:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2004:12:29%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-card-5.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/work-card-5.html	(from https://theme.dsngrid.com/blackdsn/dark/photographer.html)
11:12:29	33027/33027	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:37%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/photo-3.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/photo-3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/photographer.html)
11:12:30	39375/39375	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:38%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/photo-5.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/photo-5.jpg	(from https://theme.dsngrid.com/blackdsn/dark/photographer.html)
11:12:30	67771/67771	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:37%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/photo-4.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/photo-4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/photographer.html)
11:12:32	165791/165791	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:36%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/photo-1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/photo-1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/photographer.html)
11:12:32	58825/58825	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:32%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/p1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/p1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/resume.html)
11:12:33	163263/163263	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:35%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/personal.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/personal.jpg	(from https://theme.dsngrid.com/blackdsn/dark/resume.html)
11:12:34	64210/64210	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:33%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/p2.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/p2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/resume.html)
11:12:35	78032/78032	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:22%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/2.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-1.html)
11:12:36	65785/65785	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:23%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/3.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-1.html)
11:12:37	84363/84363	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:26%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/2.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-2.html)
11:12:38	97873/97873	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:24%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/4.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-1.html)
11:12:39	135529/135529	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:28%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/3.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-2.html)
11:12:40	71978/71978	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:29%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/5.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/5.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-2.html)
11:12:40	125218/125218	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:28%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/4.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-2.html)
11:12:43	89658/89658	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:30%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/7.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/7.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-2.html)
11:12:44	145623/145623	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:30%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/6.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/6.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-2.html)
11:12:45	113363/113363	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:31%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/8.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/8.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-2.html)
11:12:46	92708/92708	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:32%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/9.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/9.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-2.html)
11:12:46	1858530/1858530	---M--	200	added ('OK')	image/png	date:Thu,%2018%20May%202023%2017:07:45%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/photos.png	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/photos.png	(from https://theme.dsngrid.com/blackdsn/dark/photographer.html)
11:12:51	247304/247304	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:35%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/2.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-3.html)
11:12:51	109730/109730	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:37%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/4.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-3.html)
11:12:51	245520/245520	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:37%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/3.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-3.html)
11:12:53	386100/386100	---M--	200	added ('OK')	image/jpeg	etag:%225e434-5e6099b82a9bf%22	https://dsngrid.com/blackdsn/wp-content/uploads/sites/11/2022/08/3-1.jpg	C:/My%20Web%20Sites/Online1/dsngrid.com/blackdsn/wp-content/uploads/sites/11/2022/08/3-1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-3.html)
11:12:55	139618/139618	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:41%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/5.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/5.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-3.html)
11:12:55	127622/127622	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:41%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/6.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/6.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-3.html)
11:12:57	122427/122427	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:42%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/7.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/7.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-3.html)
11:12:58	75476/75476	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:47%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/2.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-4.html)
11:12:58	64668/64668	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:47%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/3.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-4.html)
11:13:00	39316/39316	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:48%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/4.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-4.html)
11:13:01	47392/47392	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:49%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/6.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/6.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-4.html)
11:13:01	52538/52538	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:50%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/7.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/7.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-4.html)
11:13:02	54983/54983	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:50%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/8.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/8.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-4.html)
11:13:03	89217/89217	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:51%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/9.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/9.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-4.html)
11:13:03	69929/69929	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:46%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/10.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/10.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-4.html)
11:13:03	367039/367039	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:49%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/5.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/5.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-4.html)
11:13:04	534362/534362	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:44%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/8.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/8.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-3.html)
11:13:06	113117/113117	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:56%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/3.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-5.html)
11:13:06	172256/172256	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:54%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/2.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-5.html)
11:13:09	202186/202186	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:56%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/4.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-5.html)
11:13:10	48085/48085	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:10:00%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/3.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-6.html)
11:13:11	39640/39640	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:10:01%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/4.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-6.html)
11:13:11	224519/224519	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:58%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/5.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/5.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-5.html)
11:13:11	45412/45412	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:10:05%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/7.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/7.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-6.html)
11:13:12	37460/37460	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:10:02%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/5.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/5.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-6.html)
11:13:12	65142/65142	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:10:04%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/6.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/6.jpg	(from https://theme.dsngrid.com/blackdsn/dark/project-6.html)
11:13:13	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2004:13:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/single.html	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/single.8e.delayed	(from https://theme.dsngrid.com/blackdsn/dark/stories.html)
11:13:15	37466/37466	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:13%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-5.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/about-5.jpg	(from https://theme.dsngrid.com/blackdsn/dark/about-us.html)
11:13:15	74176/74176	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:42%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/s1.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/s1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/service.html)
11:13:15	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2004:13:15%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400.eot	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css)
11:13:15	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2004:13:15%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400d41d.eot	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css)
11:13:16	157681/157681	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:44%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/s2.jpg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/img/s2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/service.html)
11:13:16	54420/54420	---M--	200	added ('OK')	font/woff2	date:Thu,%2018%20May%202023%2017:07:04%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400.woff2	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css)
11:13:17	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2004:13:17%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400.ttf	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css)
11:13:17	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2004:13:17%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400.svg	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css)
11:13:18	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2004:13:17%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-regular-400.eot	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css)
11:13:18	63712/63712	---M--	200	added ('OK')	font/woff	date:Thu,%2018%20May%202023%2017:07:04%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-brands-400.woff	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css)
11:13:18	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Dec%202023%2004:13:18%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-regular-400d41d.eot	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css)
11:13:19	12220/12220	---M--	200	added ('OK')	font/woff2	date:Thu,%2018%20May%202023%2017:07:05%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Online1/theme.dsngrid.com/blackdsn/dark/assets/fonts/fa-regular-400.woff2	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css)
